name,price.Ask,date,TSI,age,days,special,keep,defn,play,wing,pase,score,sp,form,stamina,wage,playerId,link,priceSell,Date.Sell,sold?
Luigi Antonio SarrÃ¹,1862000,4/4/2020,20970,20,78,Unpredictable,1,4,11,4,9,4,1,6,6,4212,441675054,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441675054,1862000,4/4/2020,Vendido
Marius Dima,3642000,4/4/2020,35360,20,79,-,1,3,14,2,5,4,2,5,8,11772,441667168,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441667168,3715000,4/4/2020,Vendido
Joso Leskovar,4750000,4/6/2020,39670,20,79,-,1,2,14,3,7,2,1,6,8,10764,441791805,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441791805,599000,4/9/2019,Sin Vender
Pavol FrÄina,6250000,4/3/2020,39080,20,79,Unpredictable,1,3,10,3,12,4,3,6,7,4572,442460385,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442460385,1041000,1/27/2020,Sin Vender
Antoine Riou,1400000,4/5/2020,13130,20,80,-,1,5,11,3,7,3,2,6,7,3084,442224577,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442224577,1000000,8/18/2019,Sin Vender
Dorel Apreotesei,5447950,4/6/2020,52440,20,81,Quick,1,3,12,6,10,7,2,7,7,5820,441665013,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441665013,5447950,4/6/2020,Vendido
Raad Al-Mawla,4000,4/6/2020,24150,20,81,-,1,3,11,6,8,3,2,6,8,2796,441633686,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441633686,103020,6/17/2019,Sin Vender
Russell West,3500000,4/4/2020,32070,20,82,-,1,5,13,5,8,4,3,7,6,9276,441629599,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441629599,3500000,4/4/2020,Vendido
Elmer Knoester,1100000,4/3/2020,3750,20,83,Technical,2,4,10,5,8,4,3,1,8,1452,443505276,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443505276,510000,1/29/2020,Sin Vender
Sebastian List,221000,4/3/2020,8010,20,84,-,1,5,7,3,10,2,6,8,7,564,447089193,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=447089193,241000,4/2/2020,Sin Vender
MartÃ­n Sierra Torras,2000,4/6/2020,2550,20,85,Quick,1,4,8,6,5,3,2,4,7,708,442869636,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442869636,42000,4/6/2020,Vendido
Waldemar Sztuka,100000,3/31/2020,5390,20,85,-,1,4,8,2,8,3,4,7,7,852,441550966,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441550966,105000,3/31/2020,Vendido
Nemanja KneÅ¾eviÄ‡,166667,4/4/2020,6300,20,85,Unpredictable,2,3,8,5,8,4,3,7,7,684,442153376,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442153376,171000,4/4/2020,Vendido
Constantin Ionescu,4904000,4/6/2020,63910,20,85,Head,1,4,13,2,11,4,6,7,7,7836,441615503,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441615503,5103060,4/6/2020,Vendido
Szymon StrzaÅ‚ka,1200000,4/1/2020,10500,20,85,-,1,2,10,4,8,4,3,3,7,2580,441863051,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441863051,1001000,11/14/2019,Sin Vender
MÃ¡rk Pokorni,700000,4/3/2020,8520,20,86,-,1,2,10,6,6,3,2,6,8,1428,441574151,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441574151,25000,6/26/2019,Sin Vender
Ivano Nosatti,250000,4/3/2020,9180,20,88,Technical,1,5,8,4,9,5,2,6,7,948,442846598,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442846598,354000,4/3/2020,Vendido
Lauri Supponen,2300000,4/6/2020,15260,20,88,Quick,1,6,10,7,5,2,2,7,8,2052,441798393,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441798393,4000,9/22/2019,Sin Vender
Gil Tizon,49000,3/31/2020,3700,20,89,-,1,4,7,2,8,4,3,6,7,516,443652008,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443652008,40000,4/4/2020,Vendido
Yao Zito,1500000,4/4/2020,8840,20,89,Unpredictable,1,9,7,1,8,3,6,5,7,780,443426253,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443426253,1500000,4/4/2020,Vendido
Aldo Ceste,49983,4/4/2020,3240,20,89,-,1,3,7,2,8,5,2,5,7,612,441596466,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441596466,13900,12/15/2019,Sin Vender
Flavian Vlai,9000,4/6/2020,3220,20,90,-,1,4,8,4,5,5,2,5,7,876,442507956,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442507956,23000,4/6/2020,Vendido
Fernando VÃ¡zquez Chavarri,350000,4/4/2020,5550,20,91,Head,1,4,10,2,6,3,7,4,8,852,446161674,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=446161674,516000,4/4/2020,Vendido
BendegÃºz LÃ³czi,1850000,4/5/2020,10910,20,91,-,1,4,10,5,7,4,2,6,8,2460,441525465,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441525465,1489000,4/21/2019,Sin Vender
Winfried Schweter,10000000,4/5/2020,56260,20,91,Head,1,4,14,4,9,4,3,6,8,13860,441542248,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441542248,7500000,3/29/2020,Sin Vender
Shanuka Gunawardena,4190000,4/6/2020,39390,20,92,Quick,1,9,12,3,8,4,3,7,7,7356,442351451,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442351451,4719540,4/6/2020,Vendido
BjÃ¸rn Oppedal,500000,4/6/2020,6530,20,93,Powerful,1,6,8,3,7,6,3,6,8,684,441520415,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441520415,27778,7/31/2019,Sin Vender
Maciej WarmiÅ„ski,6990,4/6/2020,1120,20,95,-,1,3,8,3,5,2,2,5,5,444,442613845,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442613845,6990,4/6/2020,Vendido
Szymon Radoszewski,2000000,4/4/2020,9880,20,95,Quick,1,7,10,3,8,3,1,5,7,2124,441468226,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441468226,2000000,4/4/2020,Vendido
Kirill Aralov,4250000,4/6/2020,47780,20,99,-,1,12,11,5,6,2,1,7,7,4788,441433641,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441433641,4250000,4/6/2020,Vendido
Riccardo Maria Dal PrÃ ,2750000,4/6/2020,36620,20,99,-,1,4,11,3,12,3,4,6,7,3876,441806519,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441806519,1530000,12/4/2019,Sin Vender
Elias Cantillano,2255020,4/3/2020,27060,20,100,-,1,3,13,3,5,4,2,7,8,5820,441392553,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441392553,400000,8/20/2019,Sin Vender
Abel Dattoli,1000000,4/4/2020,16140,20,101,-,1,9,8,5,7,3,1,7,8,1596,441471145,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441471145,1000000,4/4/2020,Vendido
Mazin Sulaiman Mustafa,4470000,4/4/2020,33830,20,101,-,1,7,13,3,5,4,6,7,8,5532,442524613,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442524613,193800,3/22/2019,Sin Vender
æ–¹ (Fang)  ä¸–å¹³ (Shiping),2000,4/5/2020,1020,20,102,-,1,3,7,3,7,3,4,2,6,516,442989483,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442989483,50000,5/20/2019,Sin Vender
Marko Wettzon,1015000,4/4/2020,19390,20,103,-,1,6,11,4,5,7,3,7,8,3564,442663736,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442663736,1433100,4/4/2020,Vendido
Alexander Hardenberg,1625000,4/6/2020,18390,20,103,-,1,10,8,4,7,6,1,7,8,1068,441514354,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441514354,1625000,4/6/2020,Vendido
Joaquim Gaspar Marques,575000,4/5/2020,10880,20,105,-,2,4,9,4,10,3,2,5,8,900,442381812,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442381812,100000,11/8/2019,Sin Vender
JosÃ© Manuel BrÃ­to,6250000,4/3/2020,58920,20,107,-,1,8,14,5,6,3,1,5,6,10740,441575442,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441575442,6250000,4/3/2020,Vendido
Heribert Blocker,4000000,4/3/2020,44580,20,108,-,2,5,14,6,7,2,1,6,8,10260,441341287,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441341287,2412000,12/3/2019,Sin Vender
Ulrik KÃ¸ngerskov,5172000,4/5/2020,53810,20,109,-,1,6,11,11,9,5,3,6,8,3828,441310994,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441310994,5382000,4/5/2020,Vendido
Geordie McAllister,99000,4/6/2020,1440,20,109,Quick,2,6,7,3,5,3,8,4,6,588,441545191,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441545191,198565,3/2/2019,Sin Vender
Ernst MÃ¼hr,3800000,4/5/2020,29620,20,109,-,1,3,13,3,7,3,3,7,7,9660,441304658,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441304658,2800000,3/11/2020,Sin Vender
Vissarion Pimanov,2475000,4/6/2020,15330,20,111,Head,1,3,10,10,5,3,2,7,7,1932,442208364,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442208364,2475000,4/6/2020,Vendido
Matei AlbeÅ£el,1000,4/5/2020,27510,20,,-,1,3,11,4,9,4,2,8,7,5676,443327489,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443327489,1619760,3/3/2020,Sin Vender
Sambath Prak,90000,4/6/2020,2210,21,0,Technical,1,4,8,2,6,3,6,5,8,684,447582575,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=447582575,92000,4/6/2020,Vendido
Vefa Ferahsu,1496000,4/6/2020,18660,21,0,Resilient,1,3,12,4,6,4,4,4,7,9204,442164457,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442164457,1526000,4/6/2020,Vendido
Marinho Oliveira,3500000,4/3/2020,43020,21,0,-,2,3,14,3,8,2,3,4,8,20580,441238023,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441238023,3642000,4/3/2020,Vendido
Slaven Kotlar,2750000,4/3/2020,33630,21,4,-,1,4,13,2,7,3,5,7,8,11772,441356003,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441356003,416000,4/18/2019,Sin Vender
Massimiliano Minaudo,125000,4/3/2020,3080,21,5,-,1,4,8,2,7,2,4,4,6,828,442822994,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442822994,1000,4/16/2019,Sin Vender
David Aix,999000,4/6/2020,10600,21,5,-,1,4,10,4,8,3,4,6,7,2268,441304593,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441304593,618000,2/29/2020,Sin Vender
ç¿Ÿ (Zhai) å›½å®‰ (Guoan) ,1000000,4/3/2020,10900,21,6,-,1,5,11,6,5,2,5,5,7,3588,441735070,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441735070,1000000,4/3/2020,Vendido
Daniil Katanaev,755000,4/3/2020,11490,21,7,Technical,1,2,11,5,5,4,4,4,8,4620,442184654,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442184654,787000,4/3/2020,Vendido
Horace Baker,3100000,4/6/2020,31590,21,9,-,1,3,13,3,8,4,1,5,8,10596,440796397,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440796397,2040000,1/16/2020,Sin Vender
Vlatko LepetiÄ‡,2400000,4/4/2020,36410,21,10,-,1,3,13,5,5,6,5,7,8,12348,440728446,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440728446,2400000,4/4/2020,Vendido
Oscar Javier Saravia,299000,4/6/2020,3970,21,11,Technical,1,2,10,3,5,5,4,3,8,1740,441799174,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441799174,299000,4/6/2020,Vendido
Calvin WÃ¶rle,2463300,4/6/2020,29070,21,12,Resilient,1,5,11,7,8,7,5,7,8,3324,440761799,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440761799,2831000,4/6/2020,Vendido
Benedetto Biancolilla,348000,4/4/2020,5030,21,14,-,1,3,9,3,8,3,1,6,8,1116,442716167,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442716167,385000,4/4/2020,Vendido
Humberto Arend,2500000,4/4/2020,30200,21,14,-,1,5,13,4,6,2,3,6,8,12300,440701511,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440701511,434000,1/2/2019,Sin Vender
Gianfranco Assennato,29000,4/3/2020,2430,21,15,Quick,1,4,8,2,6,3,5,6,7,612,447275585,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=447275585,65000,4/3/2020,Vendido
Marian Dumitrescu,3570000,4/4/2020,58550,21,15,Unpredictable,1,4,14,4,6,4,2,6,8,24348,440667262,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440667262,3570000,4/4/2020,Vendido
Reinhold Hinker,2310000,4/5/2020,25830,21,15,-,1,3,11,6,11,3,4,2,7,5700,441296282,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441296282,396000,1/19/2019,Sin Vender
Sebastian Klinting,6250000,4/3/2020,49240,21,15,Powerful,1,4,9,4,13,5,2,7,7,7140,440651760,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440651760,1370000,1/27/2020,Sin Vender
Ahmed Tsewang,474300,4/4/2020,3930,21,16,Quick,1,6,8,8,5,3,4,5,5,780,440657851,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440657851,515000,4/4/2020,Vendido
Salva LlÃ cer,5400000,4/3/2020,53230,21,17,Technical,1,3,8,4,13,9,4,7,7,7332,441671689,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441671689,1965000,3/19/2019,Sin Vender
VladimÃ­r KoÅ™Ã¡n,512000,4/5/2020,8180,21,19,Technical,1,8,8,4,8,3,6,5,8,948,444104644,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444104644,124775,11/8/2019,Sin Vender
Ernst Egger,2900000,4/5/2020,16690,21,19,Technical,2,5,7,3,8,10,1,6,7,2100,442669622,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442669622,1509000,3/15/2020,Sin Vender
Samba Kabely,16000,4/4/2020,1260,21,21,-,1,3,7,7,5,4,1,4,6,492,440647804,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440647804,27000,4/4/2020,Vendido
Sancho Parada,739000,4/5/2020,9410,21,21,Unpredictable,1,3,11,3,5,5,4,6,7,3396,442468532,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442468532,203000,12/25/2019,Sin Vender
Heorhii Tsurkan,3500000,4/3/2020,37310,21,22,-,1,4,11,4,11,3,1,8,8,4212,441440037,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441440037,107000,10/10/2019,Sin Vender
Paraskevas Mpegnis,3500000,4/4/2020,18670,21,23,Unpredictable,1,7,12,3,8,3,2,6,7,5892,440588878,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440588878,1985000,2/15/2020,Sin Vender
Mikka Kotro,2390000,4/6/2020,34800,21,24,-,1,2,11,4,10,3,9,7,7,5508,440764264,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440764264,900000,10/22/2019,Sin Vender
Adalberto Lozada,11500000,4/5/2020,106050,21,24,Technical,1,5,11,5,13,9,1,8,7,8532,440566360,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440566360,8277161,12/30/2018,Sin Vender
Panya Ouko,51000,4/5/2020,3460,21,25,Quick,1,4,9,4,5,2,2,6,7,756,444535041,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444535041,1500,2/19/2020,Sin Vender
Torgil MÃ¥rtensson,7700000,4/5/2020,87710,21,25,Technical,1,6,12,10,12,5,1,7,6,8268,440560261,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440560261,4298280,12/23/2018,Sin Vender
Paolo Salaris,1350000,4/3/2020,20030,21,26,-,1,4,12,3,6,4,1,6,8,8292,440525367,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440525367,790000,6/14/2019,Sin Vender
Massimiliano Vignoli,2600000,4/5/2020,20200,21,26,Quick,1,2,12,4,8,3,3,5,6,6564,440625511,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440625511,2000000,2/24/2020,Sin Vender
Denis JerbiÄ‡,550000,4/4/2020,5250,21,28,-,2,8,7,4,6,5,4,4,9,732,444660756,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444660756,112000,10/31/2019,Sin Vender
Han Tims,3475000,4/6/2020,39350,21,29,-,1,4,14,4,7,3,1,5,8,14508,440519144,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440519144,292000,12/31/2018,Sin Vender
Rijk van der Leek,2500000,4/5/2020,20520,21,30,-,1,9,10,2,7,2,6,6,8,2604,443370877,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443370877,1000,5/8/2019,Sin Vender
Bjoern Laggner,1199000,4/6/2020,15670,21,32,Unpredictable,1,2,11,5,7,5,3,7,8,3156,441799535,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441799535,197880,5/11/2019,Sin Vender
Magnus Valsberg,1555555,4/5/2020,12680,21,32,Technical,1,7,8,7,8,4,2,7,7,828,440485283,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440485283,313000,2/18/2020,Sin Vender
Kel Hobson,5499500,4/5/2020,82890,21,35,-,1,4,14,8,6,5,1,8,7,24132,440438603,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440438603,1223000,1/10/2019,Sin Vender
Heitor Folhadela,2500000,4/6/2020,26400,21,36,-,1,5,12,2,9,4,4,5,8,5172,440637511,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440637511,1916000,3/12/2020,Sin Vender
Daniel PavÄƒl,2040000,4/5/2020,24940,21,36,-,1,4,9,5,8,10,1,6,7,2436,440413365,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440413365,2315000,1/12/2020,Sin Vender
Damiano Fontanari,2254000,4/6/2020,17340,21,39,Head,1,4,9,9,9,3,5,7,7,1404,440394984,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440394984,2254000,4/6/2020,Vendido
Fabrice Rodier,2040000,4/6/2020,29730,21,40,-,1,6,11,2,10,4,2,7,8,3972,441420876,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441420876,2040000,4/6/2020,Vendido
Pedro Rodrigo Fonseca,600000,4/5/2020,7450,21,43,-,1,3,10,3,7,5,2,6,7,1644,440319541,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440319541,346000,3/9/2020,Sin Vender
Leon Elias Kehlichaus,2769000,4/5/2020,60800,21,43,-,1,3,14,4,8,3,1,7,8,20820,440480152,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440480152,3990000,1/3/2020,Sin Vender
Aldo Cassiman,5650000,4/5/2020,40810,21,45,Quick,1,3,12,9,8,4,8,8,7,7044,440561141,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440561141,4688000,3/14/2020,Sin Vender
Pang Jin Chi,1000,4/6/2020,1530,21,47,-,1,5,7,5,5,2,4,7,7,372,449984406,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=449984406,1000,4/6/2020,Vendido
Vittorio Francalanci,1250000,4/3/2020,19700,21,47,-,1,2,12,3,7,4,2,6,8,6756,441330808,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441330808,1301000,4/3/2020,Vendido
MatÄ›j Stuchl,889000,4/4/2020,11520,21,50,Quick,2,3,10,4,9,2,4,4,7,2100,444379755,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444379755,889000,4/4/2020,Vendido
Tivadar OrbÃ¡n,19000,4/5/2020,3460,21,51,-,1,7,7,4,5,4,5,6,8,540,444499890,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444499890,107000,4/5/2020,Vendido
Burak Atakol,4200000,4/4/2020,50620,21,51,Head,1,2,12,5,12,2,2,5,8,8676,440530172,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440530172,4200000,4/4/2020,Vendido
Vilhelm Everlius,6000000,4/6/2020,54500,21,51,-,1,8,14,3,6,4,2,5,8,13740,441527312,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441527312,76500,2/6/2019,Sin Vender
Kai Hessisch,220000,4/3/2020,6050,21,52,-,2,8,7,3,5,4,5,8,8,756,440108749,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440108749,220000,4/3/2020,Vendido
Pablo GelÃ³s,1125000,4/3/2020,11540,21,52,-,1,7,10,3,5,4,5,5,7,3444,442873847,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442873847,602820,1/22/2020,Sin Vender
Alexander Morel,313000,4/5/2020,5720,21,55,Head,1,3,10,4,5,3,1,6,8,1956,441240427,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441240427,211000,11/5/2019,Sin Vender
Alejandro Alvarado,2350000,4/3/2020,28170,21,58,-,1,2,11,4,11,3,2,6,8,4044,439780693,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439780693,875000,6/17/2019,Sin Vender
Pedro Rodrigo Teixeira,1031481,4/3/2020,12750,21,64,Quick,1,4,11,2,6,5,5,6,8,3828,439399864,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439399864,1031481,4/3/2020,Vendido
Riccardo Persico,3500000,4/3/2020,15270,21,66,-,1,2,12,3,6,8,4,4,8,5076,439355648,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439355648,2000000,2/4/2020,Sin Vender
Carlos SisterÃ³n,1099000,4/5/2020,9210,21,67,-,1,10,8,3,5,2,3,4,8,1692,440559936,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440559936,956000,3/15/2020,Sin Vender
Enrique Battellino,3500000,4/6/2020,40800,21,68,-,1,4,14,5,6,3,4,6,8,10932,439358366,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439358366,2568000,12/30/2019,Sin Vender
Juri Fruzza,4000,4/4/2020,1410,21,71,Head,1,3,8,4,5,4,2,4,6,444,444630129,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444630129,41000,4/4/2020,Vendido
JiÅ™Ã­ Buldra,1516000,4/4/2020,27240,21,71,-,2,5,11,4,9,3,3,7,8,4236,440732264,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440732264,1814580,4/4/2020,Vendido
Jari Lahdenvesi,2600000,4/3/2020,33320,21,72,Powerful,1,2,11,4,12,3,3,4,7,4476,440443819,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440443819,2600000,4/3/2020,Vendido
Kirill Grekhov,1700000,4/6/2020,18160,21,72,-,1,3,12,4,7,5,5,4,8,3636,443846506,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443846506,1000,6/16/2019,Sin Vender
LoÃ¯c Servat,1450000,4/6/2020,16400,21,77,-,1,3,12,4,5,5,8,6,8,4860,439015974,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439015974,1450000,4/6/2020,Vendido
Tore Celle,700000,4/6/2020,10570,21,77,-,1,4,11,2,6,2,2,6,8,2100,443645754,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443645754,2000,6/2/2019,Sin Vender
Nehuen GonzÃ¡lez,1955000,4/5/2020,20800,21,77,-,1,6,12,1,7,3,3,6,8,6852,441411624,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441411624,1271000,8/22/2019,Sin Vender
Miroslav TomÃ¡Å¡,4000000,4/3/2020,49450,21,77,-,1,4,13,5,8,4,4,7,8,9708,441784406,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441784406,1750000,12/3/2019,Sin Vender
Fady El Ott,858000,4/5/2020,12250,21,78,-,1,7,10,3,6,5,3,5,8,2292,438978519,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438978519,400000,11/5/2019,Sin Vender
Vasif Nureev,2750000,4/5/2020,24110,21,80,-,2,6,11,2,5,9,5,5,7,4188,439000698,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439000698,260100,3/23/2019,Sin Vender
Frederico Filipe,2040000,4/5/2020,28270,21,82,Unpredictable,1,5,13,5,5,4,4,6,8,7020,440797693,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440797693,2443000,4/5/2020,Vendido
Dawid Ä†wik,1950000,4/6/2020,27480,21,83,-,1,4,11,3,10,5,7,7,8,2364,439863096,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439863096,1950000,4/6/2020,Vendido
Oskar Lodberg,2000000,4/4/2020,11430,21,83,-,1,3,7,7,5,10,1,6,7,1860,438942613,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438942613,1500000,11/7/2019,Sin Vender
Renato Fiano,3609000,4/5/2020,48020,21,85,Technical,1,5,11,6,12,3,11,5,8,5004,440520309,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440520309,1786020,6/18/2019,Sin Vender
Akyereko Donkor,2700000,4/4/2020,28050,21,86,-,1,4,13,3,7,3,2,5,7,9564,439780063,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439780063,2700000,4/4/2020,Vendido
Fernando LuÃ­s Ferreira SimÃµes,72000,4/5/2020,5920,21,86,Powerful,1,6,7,2,8,3,6,8,7,468,444528685,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444528685,10000,1/17/2020,Sin Vender
Franck GÃ©lÃ©bart,1799000,4/5/2020,17510,21,86,-,1,5,12,3,6,3,2,6,7,3372,440562755,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440562755,703800,1/30/2020,Sin Vender
Gonzalo Teruel,415140,4/3/2020,11740,21,87,-,1,6,10,3,5,4,11,8,8,2220,442527199,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442527199,415140,4/3/2020,Vendido
